no;phpws;mhdi;incpc;region;pop
2055;0.9193;0.706;640.34;0;1841
2056;0.8473;0.645;392.68;0;7423
2057;0.9723;0.685;577.5;0;25220
2058;0.9442;0.644;407.77;0;10280
2059;0.8337;0.655;332.37;0;7122
2060;0.9551;0.634;373.1;0;5175
2061;0.9353;0.672;527.33;0;14242
2062;0.9023;0.625;429.35;0;17946
2063;0.9397;0.671;452.62;0;60271
2064;0.9044;0.663;496.04;0;22856
2065;0.8;0.627;299.13;0;31113
2066;0.7966;0.685;486.55;0;4429
2067;0.8465;0.691;547.01;0;10845
2068;0.8923;0.71;701.83;0;2470
2069;0.9102;0.676;547.21;0;3516
2070;0.9276;0.696;600.41;0;7446
2071;0.9446;0.675;486.46;0;10540
2072;0.9945;0.676;391.34;0;3753
2073;0.8987;0.732;745.21;0;28599
2074;0.9341;0.717;624.24;0;2350
2075;0.9464;0.687;544.77;0;3376
2076;0.8882;0.606;274.2;0;5142
2077;0.7123;0.64;321.22;0;3056
2078;0.9187;0.583;290.8;0;6877
2079;0.8904;0.648;459.52;0;14121
2080;0.9734;0.646;351.58;0;3030
2081;0.6452;0.603;392.08;0;10837
2082;0.7885;0.58;301.55;0;10349
2083;0.9464;0.724;741.46;0;6600
2084;0.9716;0.755;746.8;0;65128
2085;0.8409;0.64;370.41;0;8177
2086;0.8918;0.67;562.53;0;4098
2087;0.8634;0.696;459.52;0;2705
2088;0.7824;0.622;286.56;0;10248
2089;0.5949;0.625;326.7;0;4863
2090;0.7667;0.654;344.32;0;24912
2091;0.7883;0.603;296.76;0;5800
2092;0.8909;0.59;275.62;0;5879
2093;0.8863;0.648;389.61;0;8920
2094;0.7827;0.543;201.83;0;3329
2095;0.9779;0.684;598.68;0;14041
2096;0.8173;0.592;255.11;0;4687
2097;0.5469;0.544;241.93;0;5940
2098;0.9635;0.73;752.01;0;53468
2099;0.9051;0.655;360.59;0;3855
2100;0.9575;0.654;442.14;0;6951
2101;0.8773;0.65;258.85;0;5139
2102;0.728;0.679;293.97;0;2962
2103;0.9667;0.647;398.14;0;3053
2104;0.9686;0.716;558.09;0;3659
2105;0.5885;0.683;519.03;0;4220
2106;0.8615;0.606;258.04;0;5921
2107;0.9185;0.681;382.78;0;11681
2108;0.9849;0.727;678.74;0;263689
2109;0.5737;0.604;293.87;0;15024
2110;0.9762;0.731;548.38;0;1373
2111;0.9417;0.686;560.99;0;31262
2112;0.9005;0.679;487.68;0;13872
2113;0.8488;0.623;373.48;0;10223
2114;0.8164;0.677;306.99;0;4718
2115;0.9893;0.701;598.17;0;18714
2116;0.9702;0.677;568.73;0;8678
2117;0.9818;0.652;457.9;0;3929
2118;0.8122;0.69;660.72;0;6565
2119;0.9935;0.751;746.7;0;49430
2120;0.9537;0.683;512.85;0;7206
2121;0.9207;0.693;552.31;0;7265
2122;0.9164;0.674;469.56;0;8707
2123;0.8763;0.68;587.76;0;6137
2124;0.8898;0.657;474;0;6121
2125;0.9588;0.654;427.85;0;10315
2126;0.9096;0.657;347.21;0;5036
2127;0.9678;0.718;781.68;0;23218
2128;0.8132;0.614;269.24;0;7839
2129;0.8359;0.591;225.72;0;6155
2130;0.9756;0.706;609.71;0;12176
2131;0.9929;0.704;525.64;0;158954
2132;0.8628;0.674;479.81;0;3382
2133;0.9815;0.675;426.36;0;2866
2134;0.7983;0.624;277.4;0;10746
2135;0.9709;0.698;570.58;0;34851
2136;0.9307;0.651;556.96;0;9264
2137;0.9508;0.707;604.59;0;8029
2138;0.9722;0.714;495.95;0;5859
2139;0.9094;0.68;500.79;0;11488
2140;0.8995;0.553;281.68;0;6424
2141;0.8001;0.692;579.13;0;6908
2142;0.7176;0.61;286.93;0;7330
2143;0.9384;0.674;499.36;0;6190
2144;0.8801;0.697;602.08;0;2629
2145;0.8522;0.658;434.81;0;24294
2146;0.9358;0.702;477.55;0;5760
2147;0.8288;0.664;389.93;0;6724
2148;0.9527;0.665;403.9;0;16708
2149;0.8949;0.693;518.1;0;18170
2150;0.9814;0.771;862.91;0;239468
2151;0.9957;0.696;550.98;0;4107
2152;0.8622;0.686;719.24;0;9521
2153;0.8902;0.695;642.98;0;6467
2154;0.9594;0.756;744.61;0;109783
2155;0.9443;0.653;390.33;0;10692
2156;0.9441;0.73;784.55;0;45449
2157;0.6469;0.628;277.92;0;4988
2158;0.8096;0.641;321.22;0;17720
2159;0.9466;0.691;610.65;0;12372
2160;0.826;0.552;277.8;0;11798
2161;0.9655;0.787;948.2;0;90658
2162;0.8461;0.646;374.21;0;32175
2163;0.9246;0.688;540.7;0;4079
2164;0.9166;0.634;370.48;0;22809
2165;0.7374;0.634;345.17;0;2283
2166;0.9612;0.674;502.2;0;10349
2167;0.7413;0.705;604.91;0;14003
2168;0.9483;0.739;706.47;0;14175
2169;0.9253;0.65;474.77;0;11856
2170;0.85;0.629;362.88;0;21001
2171;0.9598;0.723;741.95;0;13656
2172;0.9167;0.713;594.71;0;21377
2173;0.8984;0.72;620.04;0;8664
2174;0.8461;0.677;490.54;0;9928
2175;0.9931;0.776;913.39;0;14945
2176;0.9931;0.758;847.74;0;85463
2177;0.7727;0.627;363.06;0;5799
2178;0.7777;0.6;260;0;14407
2179;0.8745;0.635;429.77;0;5830
2180;0.9882;0.739;824.46;0;97171
2181;0.9661;0.726;533.39;0;6139
2182;0.942;0.747;753.23;0;34456
2183;0.9207;0.727;634.33;0;3913
2184;0.8747;0.681;602.48;0;17134
2185;0.8914;0.62;325.42;0;12134
2186;0.8932;0.668;558.14;0;7502
2187;0.979;0.715;717.25;0;22772
2188;0.92;0.679;508.65;0;2990
2189;0.862;0.638;376.73;0;33587
2190;0.9262;0.609;344.6;0;5067
2191;0.9584;0.696;468.29;0;66803
2192;0.7601;0.658;359.19;0;65463
2193;0.9914;0.721;541.09;0;3939
2194;0.9484;0.608;254.77;0;8298
2195;0.7564;0.661;401.99;0;5395
2196;0.632;0.624;309.77;0;7116
2197;0.8608;0.601;348.73;0;12848
2198;0.7616;0.643;345.53;0;8005
2199;0.8232;0.689;1007.03;0;5156
2200;0.852;0.615;376.03;0;24131
2201;0.9224;0.658;533.26;0;4768
2202;0.8712;0.587;281.18;0;14941
2203;0.9007;0.626;369.24;0;5425
2204;0.9867;0.758;724.4;0;73610
2205;0.9069;0.697;562.24;0;45260
2206;0.6982;0.637;433.58;0;4305
2207;0.8379;0.628;362.77;0;10324
2208;0.6367;0.632;328.27;0;4553
2209;0.7685;0.617;327.01;0;4376
2210;0.6794;0.564;232.47;0;4566
2211;0.8863;0.662;387.68;0;5555
2212;0.9505;0.717;517.18;0;22202
2213;0.9798;0.778;1050.88;0;516247
2214;0.618;0.669;335.93;0;4113
2215;0.6924;0.723;1122.1;0;9238
2216;0.824;0.592;223.32;0;5708
2217;0.8165;0.541;226.72;0;16994
2218;0.8649;0.718;592.95;0;7600
2219;0.9943;0.732;707.01;0;45984
2220;0.7798;0.634;321.11;0;4225
2221;0.9419;0.676;522.62;0;12256
2222;0.9489;0.703;693.25;0;17161
2223;0.9244;0.679;543.58;0;8631
2224;0.9846;0.777;1089.96;0;52520
2225;0.8638;0.661;482.87;0;19609
2226;0.8866;0.711;597.16;0;19554
2227;0.8408;0.655;386.1;0;3452
2228;0.9412;0.714;601.49;0;6465
2229;0.8379;0.629;364.3;0;6484
2230;0.9801;0.782;889.65;0;92200
2231;0.9475;0.71;649.92;0;3205
2232;0.81;0.67;338.71;0;4804
2233;0.9645;0.726;609.5;0;51130
2234;0.8825;0.672;546.79;0;5346
2235;0.8901;0.71;645.22;0;16149
2236;0.9029;0.71;595.92;0;6890
2237;0.9185;0.646;312.77;0;8397
2238;0.7689;0.608;355.95;0;6234
2239;0.7734;0.614;273.73;0;6400
2240;0.9377;0.678;474.29;0;5422
2241;0.9569;0.724;720.88;0;17486
2242;0.9554;0.64;350.63;0;6976
2243;0.9688;0.715;701.58;0;38688
2244;0.8983;0.699;508.21;0;4904
2245;0.8909;0.618;353.28;0;18776
2246;0.8686;0.618;269.87;0;6321
2247;0.7738;0.642;387.71;0;19813
2248;0.942;0.689;592.99;0;79574
2249;0.9516;0.697;547.24;0;21382
2250;0.9547;0.675;505.08;0;27111
2251;0.925;0.672;442.51;0;7163
2252;0.9722;0.684;598.93;0;11749
2253;0.7952;0.702;445.11;0;14216
2254;0.9467;0.742;641.84;0;54219
2255;0.9801;0.615;354.33;0;4219
2256;0.9716;0.699;551.93;0;13192
2257;0.9549;0.68;510.92;0;2788
2258;0.8915;0.657;401.74;0;4012
2259;0.758;0.65;367.73;0;2968
2260;0.9602;0.669;579.07;0;12611
2261;0.8233;0.635;376.88;0;7173
2262;0.9173;0.581;298.19;0;7874
2263;0.9023;0.597;255.52;0;4595
2264;0.942;0.704;579.23;0;27856
2265;0.97;0.72;633.76;0;13435
2266;0.7041;0.616;303;0;9979
2267;0.9603;0.631;403.48;0;17639
2268;0.9205;0.662;343.76;0;12684
2269;0.9657;0.731;584.15;0;33955
2270;0.9548;0.707;820.03;0;3761
2271;0.8403;0.711;715.52;0;3444
2272;0.9064;0.624;388.82;0;21026
2273;0.9007;0.626;372.96;0;6331
2274;0.8579;0.664;561.75;0;10368
2275;0.8891;0.656;424.12;0;6069
2276;0.5544;0.633;334.06;0;30794
2277;0.9557;0.658;404.95;0;3840
2278;0.8915;0.665;326.06;0;13042
2279;0.8915;0.663;443.39;0;10251
2280;0.9654;0.68;493.91;0;13808
2281;0.9023;0.593;235.64;0;4549
2282;0.6018;0.638;477.77;0;4689
2283;0.9921;0.721;634.04;0;7028
2284;0.7781;0.65;360.58;0;2360
2285;0.9309;0.721;555.78;0;8161
2286;0.7942;0.613;305.88;0;15862
2287;0.9823;0.674;619.1;0;19619
2288;0.8733;0.659;358.13;0;21994
2289;0.8714;0.688;539.84;0;13061
2290;0.9793;0.728;689.45;0;45772
2291;0.7555;0.541;206.62;0;4656
2292;0.9674;0.71;584.09;0;21234
2293;0.9505;0.77;650.62;0;361915
2294;0.9436;0.724;760.69;0;21203
2295;0.8426;0.587;308.78;0;7464
2296;0.8885;0.696;577.61;0;8255
2297;0.7426;0.648;376.88;0;2660
2298;0.8457;0.597;382.62;0;3399
2299;0.8869;0.647;412.79;0;6257
2300;0.9895;0.734;758.46;0;100765
2301;0.86;0.644;415.41;0;26661
2302;0.8941;0.74;719.94;0;20430
2303;0.8691;0.585;429.34;0;3154
2304;0.9814;0.701;505.55;0;40834
2305;0.9945;0.675;408.75;0;6341
2306;0.8109;0.671;431.11;0;3280
2307;0.8139;0.693;541.69;0;4658
2308;0.9571;0.69;491.13;0;7954
2309;0.9432;0.667;480.79;0;25733
2310;0.5533;0.556;210.17;0;9815
2311;0.8739;0.592;265.9;0;3732
2312;0.8835;0.709;532.58;0;17528
2313;0.9476;0.813;1731.84;0;80998
2314;0.9443;0.63;355.66;0;3790
2315;0.9681;0.701;771.68;0;12812
2316;0.9011;0.641;302.09;0;7398
2317;0.7363;0.671;576.41;0;15374
2318;0.9852;0.715;659.74;0;73699
2319;0.7251;0.571;264.66;0;30725
2320;0.8363;0.555;274.37;0;10339
2321;0.5656;0.616;299.95;0;4963
2322;0.8254;0.636;423.44;0;1976
2323;0.7201;0.626;348.9;0;5267
2324;0.985;0.674;475.23;0;2533
2325;0.9661;0.699;588.2;0;39466
2326;0.8767;0.635;369.25;0;2123
2327;0.712;0.663;446.23;0;3055
2328;0.9517;0.637;395.74;0;4493
2329;0.8227;0.562;247.35;0;7284
2330;0.9394;0.764;866.02;0;35268
2331;0.9351;0.722;635.38;0;31568
2332;0.9209;0.741;710.55;0;70281
2333;0.921;0.595;298.76;0;6016
2334;0.7742;0.599;286.32;0;5834
2335;0.7573;0.596;253.77;0;18849
2336;0.9423;0.669;589.16;0;4631
2337;0.9461;0.728;690.97;0;8014
2338;0.5835;0.59;203.93;0;5934
2339;0.876;0.72;476.35;0;1558
2340;0.9693;0.703;494.63;0;6545
2341;0.8603;0.565;259.75;0;6931
2342;0.9741;0.666;455.96;0;14175
2343;0.9516;0.744;637.8;0;84718
2344;0.9797;0.725;686.42;0;84215
2345;0.9583;0.715;587.36;0;20245
2346;0.9031;0.729;592.61;0;19379
2347;0.9354;0.694;530.79;0;22563
2348;0.623;0.642;405.19;0;1766
2349;0.9131;0.715;561.44;0;15582
2350;0.9237;0.687;535.96;0;8197
2351;0.8851;0.648;493.38;0;2079
2352;0.9902;0.756;802.97;0;106290
2353;0.9244;0.614;244.72;0;5579
2354;0.9653;0.765;843.57;0;138710
2355;0.9647;0.729;720.59;0;82471
2356;0.9749;0.682;590.26;0;5287
2357;0.9233;0.637;407.91;0;9271
2358;0.8918;0.625;321.22;0;4918
2359;0.9277;0.627;333.55;0;8589
2360;0.8833;0.627;404.21;0;17260
2361;0.9184;0.627;327.18;0;23839
2362;0.7743;0.573;256.67;0;6673
2363;0.9335;0.624;418.07;0;3365
2364;0.9267;0.708;578.46;0;3875
2365;0.8068;0.655;406.3;0;2191
2366;0.7532;0.675;541.01;0;11467
2367;0.7556;0.614;268.27;0;10315
2368;0.9551;0.729;702.77;0;3490
2369;0.9842;0.757;721.11;0;58740
2370;0.9283;0.637;309.25;0;1785
2371;0.9837;0.694;593.92;0;3165
2372;0.9046;0.674;522.22;0;4076
2373;0.9508;0.703;668.59;0;8912
2374;0.9469;0.723;861.29;0;14404
2375;0.973;0.744;663.06;0;20087
2376;0.991;0.651;320.07;0;7036
2377;0.9596;0.656;367.74;0;4128
2378;0.8806;0.629;449.68;0;2841
2379;0.986;0.612;381.36;0;7110
2380;0.9774;0.639;368.71;0;4062
2381;0.9108;0.678;428.95;0;4709
2382;0.8008;0.626;443.35;0;4640
2383;0.9614;0.686;613.61;0;8236
2384;0.9862;0.619;340.91;0;4420
2385;0.6916;0.594;260.14;0;7211
2386;0.9225;0.646;444.75;0;6406
2387;0.9967;0.723;838.37;0;4656
2388;0.7354;0.6;305.73;0;17232
2389;0.7004;0.685;504.1;0;5217
2390;0.8883;0.717;523.5;0;8016
2391;0.9862;0.709;550.3;0;10364
2392;0.9817;0.731;596.44;0;53368
2393;0.9885;0.684;527.81;0;10862
2394;0.9026;0.725;669;0;25311
2395;0.9779;0.737;747.2;0;31883
2396;0.9927;0.712;669.6;0;10384
2397;0.7973;0.691;644.47;0;15959
2398;0.9906;0.779;953.96;0;152435
2399;0.9366;0.626;365.67;0;8986
2400;0.9633;0.689;598.83;0;29105
2401;0.9438;0.717;679.67;0;57390
2402;0.8015;0.606;269.28;0;3966
2403;0.6797;0.595;267.46;0;11345
2404;0.7587;0.651;320.48;0;37627
2405;0.8915;0.634;366.49;0;10417
2406;0.8954;0.624;303.44;0;15667
2407;0.9835;0.774;878.26;0;130615
2408;0.829;0.71;778.57;0;6213
2409;0.8882;0.689;485.2;0;8391
2410;0.9693;0.695;782.28;0;25802
2411;0.9739;0.729;636.81;0;8807
2412;0.9084;0.721;663.39;0;3265
2413;0.7121;0.632;341.87;0;5537
2414;0.6423;0.614;340.94;0;3908
2415;0.9013;0.595;282.93;0;2959
2416;0.8924;0.701;546.68;0;18577
2417;0.8847;0.66;486.73;0;8318
2418;0.9708;0.69;481.48;0;9573
2419;0.965;0.683;539.78;0;3303
2420;0.8189;0.682;513.72;0;1861
2421;0.9763;0.73;646.62;0;15342
2422;0.9238;0.655;480.45;0;23818
2423;0.9912;0.692;510.95;0;10299
2424;0.8884;0.629;449.53;0;6569
2425;0.9288;0.685;580.66;0;10913
2426;0.9467;0.67;504.18;0;17089
2427;0.7803;0.683;424.03;0;4711
2428;0.7617;0.632;290.89;0;8007
2429;0.6596;0.627;255.57;0;9360
2430;0.9797;0.684;479.77;0;296317
2431;0.9761;0.737;617.88;0;3826
2432;0.9677;0.673;582.71;0;9090
2433;0.9743;0.65;460.2;0;14201
2434;0.9058;0.664;439.86;0;2465
2435;0.8285;0.605;283.37;0;5217
2436;0.7934;0.602;286.36;0;6070
2437;0.8792;0.648;536.99;0;5276
2438;0.9864;0.707;519.69;0;8712
2439;0.8935;0.709;727.2;0;11885
2440;0.7872;0.624;306.96;0;29099
2441;0.9546;0.685;516.18;0;14149
2442;0.9748;0.714;601.31;0;17110
2443;0.904;0.679;501.52;0;5292
2444;0.6671;0.558;271.44;0;13645
2445;0.8089;0.653;453.87;0;4925
2446;0.8762;0.684;494.36;0;2116
2447;0.9814;0.668;635.26;0;6867
2448;0.9683;0.708;716.47;0;3596
2449;0.8845;0.662;465.89;0;4247
2450;0.6568;0.582;248.99;0;7772
2451;0.8815;0.609;311.79;0;9919
2452;0.9728;0.731;619.93;0;126269
2453;0.8771;0.638;420.36;0;15704
2454;0.9543;0.732;732.35;0;23896
2455;0.8453;0.679;613.65;0;39178
2456;0.8636;0.608;306.04;0;6859
2457;0.9393;0.707;535.84;0;27876
2458;0.8478;0.613;351.59;0;7682
2459;0.9269;0.606;371.34;0;2788
2460;0.7653;0.637;370.7;0;4570
2461;0.9937;0.706;485.28;0;7865
2462;0.7656;0.577;242.55;0;4397
2463;0.9516;0.625;374.23;0;4992
2464;0.8526;0.607;293.27;0;4600
2465;0.7109;0.615;313.25;0;3968
2466;0.7379;0.567;218.43;0;6055
2467;0.9776;0.706;735;0;11337
2468;0.9874;0.715;557.62;0;202942
2469;0.8888;0.61;416.11;0;15011
2470;0.7646;0.648;382.99;0;10552
2471;0.8797;0.613;321.15;0;5284
2472;0.9075;0.64;401.16;0;14395
2473;0.9573;0.698;553.7;0;7231
2474;0.9488;0.694;437.81;0;3622
2475;0.7433;0.628;373.14;0;8009
2476;0.9735;0.651;484.73;0;3860
2477;0.8619;0.667;452.48;0;2234
2478;0.9914;0.647;470.2;0;4607
2479;0.7921;0.621;383.28;0;8582
2480;0.9672;0.685;495.81;0;27265
2481;0.7832;0.665;432.77;0;4023
2482;0.8175;0.647;352.48;0;3822
2483;0.8805;0.69;597.4;0;9027
2484;0.9176;0.682;535.45;0;4993
2485;0.9223;0.613;395.61;0;6547
2486;0.7785;0.63;391.79;0;3583
2487;0.8416;0.607;352.98;0;5697
2488;0.9681;0.721;738.4;0;37754
2489;0.9718;0.705;603.01;0;3224
2490;0.9531;0.71;698.7;0;18138
2491;0.9196;0.672;431.56;0;17345
2492;0.9477;0.671;485.5;0;3538
2493;0.9943;0.633;393.12;0;4085
2494;0.7544;0.558;225.85;0;4135
2495;0.8092;0.574;286.56;0;11775
2496;0.9783;0.724;781.49;0;25975
2497;0.6235;0.57;183.75;0;6955
2498;0.7669;0.669;370.28;0;1777
2499;0.8156;0.657;431.72;0;3238
2500;0.9304;0.741;578.64;0;46284
2501;0.9772;0.672;458.65;0;4577
2502;0.9719;0.664;532.9;0;3513
2503;0.8661;0.638;338.29;0;5408
2504;0.8602;0.69;531.92;0;17357
2505;0.9297;0.62;312.33;0;3382
2506;0.7642;0.638;325.23;0;53828
2507;0.9307;0.66;484.92;0;6483
2508;0.9437;0.688;665.68;0;5776
2509;0.8885;0.663;449.2;0;5178
2510;0.946;0.651;474.14;0;10263
2511;0.9088;0.6;391.27;0;4389
2512;0.9266;0.63;404.81;0;3486
2513;0.9175;0.67;502.57;0;6264
2514;0.9763;0.689;558.07;0;10398
2515;0.9139;0.667;479.04;0;9777
2516;0.9261;0.715;648.31;0;23906
2517;0.9786;0.736;795.14;0;31819
2518;0.9925;0.724;676.07;0;6887
2519;0.6942;0.634;286.35;0;4656
2520;0.8638;0.653;538.08;0;2731
2521;0.9042;0.569;258.77;0;25358
2522;0.5699;0.529;181.77;0;11715
2523;0.9818;0.758;764.74;0;84469
2524;0.8408;0.65;484.15;0;10245
2525;0.9372;0.64;385.78;0;5188
2526;0.9881;0.648;404.69;0;7874
2527;0.7706;0.625;346.53;0;4060
2528;0.8231;0.615;300.81;0;22319
2529;0.919;0.638;378.41;0;15553
2530;0.9598;0.708;608.32;0;25057
2531;0.9401;0.662;498.26;0;25537
2532;0.8955;0.739;714.22;0;6778
2533;0.9851;0.729;540.26;0;19799
2534;0.8968;0.583;334.87;0;4075
2535;0.9433;0.704;555.77;0;4198
2536;0.9259;0.717;537.13;0;3996
2537;0.9201;0.658;396.81;0;3834
2538;0.8793;0.666;476.92;0;5636
2539;0.7669;0.566;298.57;0;6553
2540;0.7843;0.657;359.93;0;2592
2541;0.9939;0.759;831.32;0;41657
2542;0.913;0.644;370.37;0;6760
2543;0.8764;0.674;549.49;0;5040
2544;0.9862;0.659;406.87;0;8356
2545;0.8427;0.622;358.75;0;5570
2546;0.7627;0.64;307.02;0;10276
2547;0.8576;0.672;621.11;0;6686
2548;0.8847;0.692;573.43;0;4948
2549;0.8895;0.66;406.33;0;2798
2550;0.9381;0.607;327.54;0;5739
2551;0.8099;0.581;267.28;0;10647
2552;0.9517;0.626;545.07;0;5805
2553;0.9875;0.722;775.73;0;64980
2554;0.767;0.632;493.59;0;1613
2555;0.8167;0.676;442.98;0;2110
2556;0.944;0.662;486.69;0;10561
2557;0.9581;0.7;593.38;0;7093
2558;0.8451;0.667;428.33;0;6655
2559;0.9932;0.715;527.55;0;7008
2560;0.7859;0.68;497.65;0;6241
2561;0.9162;0.636;321.6;0;5594
2562;0.9729;0.734;648.26;0;25814
2563;0.6839;0.542;224.63;0;10885
2564;0.8022;0.654;386.22;0;2847
2565;0.8257;0.661;385.29;0;5219
2566;0.9572;0.674;581.34;0;1988
2567;0.9323;0.644;426.49;0;7230
2568;0.7838;0.684;493.87;0;1868
2569;0.8058;0.62;271.55;0;4574
2570;0.9169;0.631;339.95;0;5683
2571;0.8383;0.565;324.4;0;3497
2572;0.823;0.626;292.26;0;10196
2573;0.8645;0.56;338.3;0;7128
2574;0.9184;0.66;476.43;0;1789
2575;0.6574;0.557;226.22;0;4220
2576;0.9412;0.677;494.31;0;815
2577;0.945;0.651;464.82;0;8412
2578;0.9437;0.696;715.23;0;10549
2579;0.9888;0.677;470.34;0;7542
2580;0.5373;0.633;351.46;0;4425
2581;0.9165;0.643;425.18;0;1995
2582;0.781;0.656;457.27;0;20835
2583;0.99;0.76;809.26;0;214152
2584;0.9293;0.652;441.85;0;2192
2585;0.9299;0.699;647.64;0;6027
2586;0.943;0.638;442.7;0;2537
2587;0.8166;0.632;383.01;0;18298
2588;0.9748;0.631;357.73;0;5830
2589;0.8459;0.697;526.23;0;5676
2590;0.9292;0.681;503.88;0;4079
2591;0.9291;0.67;426.91;0;30917
2592;0.8984;0.645;344.16;0;3137
2593;0.9169;0.712;902;0;4112
2594;0.866;0.667;517.65;0;1873
2595;0.7547;0.651;436.05;0;3794
2596;0.8998;0.633;364.41;0;14293
2597;0.9676;0.675;568.91;0;11355
2598;0.9478;0.701;615.34;0;134745
2599;0.9625;0.77;786.68;0;81243
2600;0.9766;0.74;802.39;0;6961
2601;0.8951;0.683;634.3;0;6906
2602;0.9812;0.688;557.55;0;15823
2603;0.7593;0.696;489.05;0;3950
2604;0.8195;0.661;486.02;0;5764
2605;0.9347;0.718;621.05;0;9537
2606;0.9866;0.744;749.86;0;72765
2607;0.9682;0.752;645.33;0;28318
2608;0.9836;0.731;682.15;0;53860
2609;0.9426;0.626;366.89;0;6293
2610;0.9767;0.719;665.76;0;24188
2611;0.809;0.682;446.26;0;18055
2612;0.8993;0.696;649.97;0;4658
2613;0.9845;0.724;739.56;0;101519
2614;0.9046;0.609;247.91;0;11681
2615;0.8335;0.614;342.3;0;12040
2616;0.989;0.772;978.01;0;295988
2617;0.9952;0.789;1001.45;0;604013
2618;0.9415;0.638;332.13;0;2705
2619;0.9237;0.736;720.51;0;77565
2620;0.861;0.672;562.84;0;4418
2621;0.7674;0.664;360.58;0;3235
2622;0.8808;0.633;397.46;0;10291
2623;0.693;0.619;259.38;0;13604
2624;0.8999;0.631;407.13;0;6461
2625;0.9023;0.696;508.67;0;2163
2626;0.6105;0.634;265.02;0;4733
2627;0.994;0.778;904.57;0;123081
2628;0.922;0.711;528.14;0;6054
2629;0.9504;0.666;413.59;0;35809
2630;0.8633;0.594;238.92;0;19116
2631;0.9474;0.742;650.88;0;19723
2632;0.8163;0.584;233.27;0;8346
2633;0.7696;0.632;293.08;0;5549
2634;0.901;0.667;560.98;0;3483
2635;0.879;0.612;355.42;0;4689
2636;0.9959;0.688;539.05;0;104527
2637;0.983;0.775;892.25;0;72220
2638;0.7921;0.668;386.39;0;3731
2639;0.9838;0.612;326.18;0;3370
2640;0.6879;0.61;305.36;0;13619
2641;0.7637;0.651;415.41;0;8623
2642;0.924;0.675;423.01;0;10572
2643;0.8214;0.62;339.03;0;5658
2644;0.9702;0.709;658.96;0;37942
2645;0.9713;0.669;515.46;0;5070
2646;0.4496;0.678;439.73;0;2553
2647;0.8772;0.667;489.59;0;31091
2648;0.8953;0.678;487.28;0;9519
2649;0.8818;0.652;377.39;0;11771
2650;0.9305;0.721;655.72;0;30768
2651;0.788;0.71;634.97;0;13955
2652;0.9357;0.664;413.59;0;7317
2653;0.9302;0.73;608.42;0;23902
2654;0.9084;0.673;482.94;0;7512
2655;0.9681;0.752;695.25;0;81832
2656;0.9418;0.708;493.81;0;9850
2657;0.9481;0.702;516.34;0;29081
2658;0.9639;0.683;527.84;0;40649
2659;0.987;0.679;460.69;0;14199
2660;0.9795;0.734;584.06;0;9476
2661;0.8674;0.656;402.56;0;11915
2662;0.9712;0.746;763.71;0;189889
2663;0.9926;0.718;620.89;0;348738
2664;0.9338;0.726;636.49;0;34747
2665;0.9767;0.746;788.29;0;111788
2666;0.9502;0.681;450.71;0;28449
2667;0.8884;0.67;567.83;0;11681
2668;0.796;0.632;383.78;0;4516
2669;0.8974;0.669;551.74;0;31847
2670;0.9349;0.654;414.87;0;6397
2671;0.8978;0.662;406.49;0;23212
2672;0.9496;0.718;657.18;0;17025
2673;0.9505;0.694;515.11;0;10869
2674;0.9281;0.703;587.91;0;27851
2675;0.9729;0.731;830.51;0;105286
2676;0.8674;0.647;458.35;0;22366
2677;0.9493;0.726;764.33;0;11178
2678;0.7932;0.622;353.86;0;8957
2679;0.8428;0.729;660.78;0;12523
2680;0.762;0.637;481.28;0;11723
2681;0.9203;0.702;522.25;0;14134
2682;0.9494;0.654;428.61;0;30988
2683;0.9128;0.684;607.49;0;10881
2684;0.8383;0.666;501.21;0;27328
2685;0.975;0.678;543.6;0;24678
2686;0.9517;0.698;566.32;0;10879
2687;0.9857;0.753;859.01;0;15809
2688;0.8811;0.656;411.93;0;10826
2689;0.9781;0.724;711.38;0;141306
2690;0.9563;0.657;417.83;0;13612
2691;0.9878;0.696;538.07;0;34140
2692;0.9152;0.71;683.63;0;14262
2693;0.9483;0.696;510.91;0;11107
2694;0.9103;0.67;523.04;0;25902
2695;0.9691;0.667;547.46;0;17849
2696;0.921;0.666;372.63;0;5655
2697;0.8707;0.645;421.86;0;18397
2698;0.9069;0.694;528.68;0;14396
2699;0.97;0.712;592.06;0;46031
2700;0.9161;0.667;451.21;0;21548
2701;0.9706;0.654;437.08;0;23794
2702;0.9701;0.673;509.45;0;23895
2703;0.9899;0.727;629.9;0;18123
2704;0.9736;0.669;405.19;0;6979
2705;0.9237;0.657;419.97;0;10314
2706;0.9579;0.681;550.55;0;17530
2707;0.8837;0.711;594.24;0;11325
2708;0.8534;0.626;445.57;0;12240
2709;0.8581;0.671;603.33;0;34176
2710;0.9122;0.714;716.25;0;21823
2711;0.9518;0.682;547.57;0;8001
2712;0.9798;0.709;792.54;0;31859
2713;0.964;0.688;514.57;0;10408
2714;0.9662;0.735;699.99;0;109028
2715;0.9536;0.7;572.42;0;11273
2716;0.9907;0.739;705.89;0;409267
2717;0.9708;0.662;457.49;0;23843
2718;0.6778;0.663;480.01;0;19130
2719;0.9273;0.728;754.66;0;20447
2720;0.9609;0.686;523.61;0;65001
2721;0.9264;0.681;449.3;0;8672
2722;0.9381;0.675;569.82;0;13830
